código_estación;nombre_estación;ene-19;feb-19;mar-19;abr-19;may-19;jun-19;jul-19;ago-19;sept-19;oct-19;nov-19;dic-19
311;Moncloa;1.685.405;1.776.573;1.876.213;1.652.694;1.715.605;1.667.238;1.541.162;1.052.475;1.816.464;2.097.449;1.930.335;1.645.470
351;Almendrales;202.264;194.913;209.687;192.103;206.875;205.867;189.241;142.406;194.803;228.555;218.058;210.485
352;Hospital 12 de Octubre;161.497;164.010;177.605;159.867;167.192;166.660;153.339;115.084;158.547;190.572;180.254;161.610
353;San Fermín-Orcasur;202.605;195.432;214.877;189.781;238.909;209.538;174.127;133.557;191.590;224.997;246.208;206.246
354;Ciudad de los Ángeles;246.536;239.131;261.778;235.783;251.617;242.790;216.593;163.753;235.954;278.226;268.374;265.521
355;Villaverde Bajo-Cruce;311.575;305.448;333.658;305.143;322.371;318.087;300.011;234.272;310.333;359.927;342.857;326.443
356;San Cristóbal;130.710;127.562;143.959;134.023;141.174;138.159;129.958;109.055;133.817;149.971;145.242;143.153
357;Villaverde Alto;238.080;233.508;255.806;232.802;246.009;243.833;235.084;179.947;235.233;270.181;260.994;242.951
404;Alonso Martínez;525.836;527.349;555.189;486.396;506.660;512.692;475.920;296.012;530.746;604.716;567.308;502.104
405;Colón;133.470;132.290;141.696;131.912;119.302;110.303;98.455;56.005;96.650;122.402;124.932;124.276
406;Serrano;255.496;234.066;241.504;221.403;219.286;217.449;203.960;121.642;202.202;253.278;256.735;263.612
407;Velázquez;195.425;202.253;208.872;188.188;190.770;184.182;163.240;94.384;165.853;200.047;195.525;175.592
409;Lista;145.179;147.087;155.922;139.349;139.557;132.611;114.097;64.081;124.083;151.845;145.955;126.342
410;Diego de León;554.884;560.457;592.703;533.852;549.456;529.340;473.481;299.806;506.869;608.687;578.015;502.629
411;Avenida de América;1.079.898;1.083.746;1.157.664;1.061.944;1.089.371;1.088.855;1.029.066;723.300;1.106.807;1.271.211;1.187.356;1.027.251
412;Prosperidad;185.181;176.431;186.815;166.502;172.991;168.944;151.599;100.872;156.308;193.530;188.570;172.748
413;Alfonso XIII;267.217;260.980;269.633;245.285;250.859;245.691;223.745;143.465;239.690;289.000;274.110;237.837
414;Avenida de La Paz;107.089;106.625;111.154;97.797;100.251;96.941;83.948;50.309;96.190;124.611;120.153;104.025
415;Arturo Soria;184.407;180.814;191.025;170.311;177.511;173.933;147.155;93.513;161.838;172.973;164.735;140.986
416;Esperanza;134.849;130.942;142.239;123.834;133.180;126.722;97.425;66.015;125.696;147.840;144.489;127.540
417;Canillas;223.113;212.601;226.680;204.646;205.639;202.886;177.752;116.736;189.622;226.338;214.793;211.530
418;Mar de Cristal;281.716;266.813;283.697;252.524;268.979;262.365;234.746;163.840;259.219;305.376;283.920;262.026
419;San Lorenzo;147.653;140.677;148.625;135.160;142.117;140.394;127.075;86.460;130.347;152.467;142.414;125.235
420;Parque de Santa María;112.221;100.585;108.515;97.903;103.457;100.234;87.640;63.028;94.144;110.118;105.363;102.223
421;Hortaleza;105.520;102.272;109.129;95.366;103.230;99.965;86.575;63.794;97.636;115.224;109.465;101.881
422;Manoteras;81.449;78.971;84.953;75.530;79.126;76.904;65.958;48.309;74.294;88.539;85.190;80.720
501;Canillejas;193.288;187.927;206.368;189.266;201.602;204.279;187.580;142.270;188.426;219.422;207.250;201.794
502;Torre Arias;136.920;138.257;150.598;135.785;144.765;140.744;124.905;87.573;129.961;154.757;149.310;137.481
503;Suanzes;199.688;210.851;240.316;196.050;201.313;197.210;185.232;125.075;187.118;227.198;207.632;178.173
504;Ciudad Lineal;303.707;298.285;318.765;291.169;297.505;288.358;265.552;190.097;279.003;334.255;324.448;292.904
505;Pueblo Nuevo;340.978;331.143;359.718;325.082;344.576;335.365;312.940;238.280;316.931;364.405;351.129;344.277
506;Quintana;230.978;230.676;247.538;224.445;240.128;224.445;200.774;149.701;215.860;251.580;241.932;231.810
507;El Carmen;306.661;308.907;332.010;305.507;318.181;298.676;271.922;201.155;283.104;332.706;322.606;301.650
510;Núñez de Balboa;332.799;329.827;342.368;304.752;317.961;311.887;276.523;159.151;305.329;367.615;346.464;306.041
511;Rubén Darío;213.433;205.416;213.080;193.568;195.835;192.872;172.152;101.202;185.758;224.555;210.156;181.634
513;Chueca;220.226;236.215;261.714;237.331;238.914;219.763;210.267;138.659;197.263;227.725;222.139;223.053
517;La Latina;288.420;292.823;319.441;287.474;303.864;278.537;236.033;208.302;269.508;323.298;319.961;316.702
518;Puerta de Toledo;168.372;167.109;175.200;156.489;160.400;157.636;136.132;101.487;160.149;191.844;180.814;161.557
519;Acacias;129.301;128.623;135.772;120.814;130.227;126.887;110.567;72.587;121.414;145.309;140.345;128.325
520;Pirámides;143.036;139.615;149.963;136.010;153.825;138.000;122.838;81.975;125.571;148.338;142.936;138.384
521;Marqués de Vadillo;308.900;300.060;324.574;294.786;377.438;306.226;277.389;205.951;287.002;332.724;321.172;311.227
522;Urgel;247.667;235.259;254.206;233.295;270.461;237.981;219.477;170.275;227.934;262.056;255.877;247.759
523;Oporto;564.299;557.268;604.458;549.424;588.461;567.137;521.854;409.126;562.672;648.923;624.590;586.253
524;Vista Alegre;200.378;201.220;212.730;196.760;213.991;201.317;186.445;148.118;192.158;228.158;219.926;219.236
525;Carabanchel;191.611;188.521;203.311;184.454;198.763;194.071;177.315;133.259;183.321;213.214;205.822;196.805
526;Eugenia de Montijo;124.959;122.587;132.847;117.155;126.862;120.210;103.370;75.836;116.758;137.530;132.586;127.752
527;Aluche;461.952;454.458;494.690;445.484;476.477;463.667;423.840;332.183;454.412;518.976;500.350;480.313
528;Empalme;114.671;113.092;120.602;107.011;114.439;110.293;95.846;67.323;107.641;125.708;121.033;115.550
529;Campamento;168.906;166.402;182.282;162.152;171.648;161.709;144.883;112.447;161.787;189.377;181.591;171.398
530;Casa de Campo;120.557;123.593;138.571;125.034;131.348;127.129;111.013;89.391;122.568;144.715;129.981;121.670
551;El Capricho;63.675;62.273;71.531;61.401;67.244;63.887;51.392;35.857;58.558;70.925;67.826;67.788
552;Alameda de Osuna;124.832;122.022;132.303;118.272;124.740;123.160;109.288;75.297;113.722;136.787;129.007;122.498
601;Laguna;187.394;190.719;206.454;184.709;195.188;185.715;170.983;128.235;189.576;221.099;211.825;188.371
602;Carpetana;284.120;279.200;306.878;279.434;300.890;292.107;275.072;213.470;290.592;333.502;314.188;294.939
604;Opañel;199.776;198.283;213.610;196.345;205.425;199.664;180.612;135.189;197.768;231.706;219.107;203.935
605;Plaza Elíptica;566.987;546.158;590.741;536.737;567.157;544.847;534.732;425.320;595.809;693.586;653.521;602.088
606;Usera;430.276;431.043;461.387;430.787;453.540;447.071;419.298;342.659;426.532;479.141;463.295;462.296
608;Arganzuela-Planetario;123.395;124.050;129.756;114.423;123.875;118.020;96.278;58.931;119.830;144.158;127.290;106.335
609;Méndez Álvaro;693.293;690.145;743.914;701.383;707.267;719.604;699.719;537.964;716.481;812.881;748.456;668.223
611;Conde de Casal;479.250;485.714;516.431;461.728;479.624;473.786;425.545;291.456;481.919;567.757;526.222;460.356
612;Sáinz de Baranda;284.457;291.374;306.284;271.130;280.395;272.349;227.779;144.666;266.399;317.924;300.072;259.185
613;O´Donnell;334.759;363.881;384.881;347.019;352.160;329.985;283.472;194.556;321.354;378.238;354.663;312.484
617;República Argentina;126.013;127.169;131.309;115.442;122.932;119.676;101.113;52.605;120.149;149.704;141.675;109.008
618;Nuevos Ministerios;1.622.249;1.628.280;1.706.969;1.513.873;1.545.851;1.374.740;1.251.865;826.457;1.415.090;1.673.169;1.554.440;1.396.065
620;Guzmán el Bueno;280.624;304.710;313.992;275.913;285.471;266.755;213.799;124.225;281.642;341.250;315.396;248.508
621;Vicente Aleixandre;154.168;198.430;202.674;166.449;157.286;119.547;99.926;42.368;211.695;238.445;221.351;140.355
622;Ciudad Universitaria;379.202;559.338;553.155;433.193;388.920;316.188;203.943;58.980;553.925;686.387;587.754;374.444
625;Príncipe Pío;1.442.994;1.398.927;1.490.582;1.337.217;1.391.330;1.433.495;1.382.779;1.015.386;1.436.924;1.652.777;1.542.905;1.452.212
626;Puerta del Ángel;274.552;271.247;288.141;264.830;272.361;263.865;237.686;173.371;272.613;327.780;320.620;292.494
627;Alto de Extremadura;196.038;195.310;206.064;188.718;195.664;187.404;170.372;122.958;192.457;226.748;218.162;193.204
628;Lucero;283.817;273.673;297.139;270.207;287.341;283.763;261.257;197.962;278.809;322.926;310.168;296.530
701;Las Musas;113.094;120.924;125.802;111.054;115.803;112.415;88.995;58.744;109.982;129.319;118.974;105.534
702;San Blas;112.585;119.092;126.736;114.328;119.214;111.349;97.877;72.547;110.909;129.475;123.200;110.744
703;Simancas;172.282;170.200;186.189;171.933;181.099;173.600;161.391;126.098;167.685;190.148;183.308;176.290
704;García Noblejas;227.478;235.439;245.810;223.335;231.754;219.026;198.101;136.415;213.007;253.624;241.277;208.088
705;Ascao;186.487;191.005;205.234;189.235;200.486;188.350;170.518;122.203;180.628;210.153;198.521;180.591
707;Barrio de la Concepción;220.936;220.021;233.361;210.333;223.570;214.125;182.171;122.868;206.790;246.720;231.404;203.262
708;Parque de las Avenidas;125.019;125.666;132.989;118.926;125.832;119.590;101.651;58.501;114.912;137.435;129.505;115.634
709;Cartagena;129.614;129.766;138.834;126.008;128.746;127.400;114.293;72.489;123.823;145.733;138.433;118.771
711;Gregorio Marañón;392.264;404.201;419.610;373.295;379.811;374.518;329.536;185.156;379.349;455.185;412.901;341.776
712;Alonso Cano;182.850;185.822;193.483;173.649;176.259;171.680;152.900;90.461;172.526;203.741;191.410;160.851
714;Islas Filipinas;370.659;387.075;392.288;339.049;335.211;320.236;266.579;150.923;342.714;432.339;398.980;318.279
716;Francos Rodríguez;238.071;240.946;243.823;214.080;227.952;215.567;178.769;116.957;223.333;273.705;255.877;214.220
717;Valdezarza;116.001;115.185;123.346;108.933;113.195;109.964;96.327;68.366;108.313;123.723;118.179;112.618
718;Antonio Machado;127.185;127.247;135.450;118.178;123.037;117.494;96.730;64.027;114.987;134.840;129.099;121.229
719;Peñagrande;198.757;191.563;206.009;184.733;192.521;187.676;167.311;117.505;180.354;213.545;200.236;185.777
720;Avenida de la Ilustración;115.888;115.541;121.301;108.246;114.788;112.896;96.885;63.795;109.346;132.997;128.036;110.819
721;Lacoma;102.850;104.587;111.464;95.251;98.150;95.588;82.591;52.303;92.509;109.753;104.123;96.944
722;Arroyofresno;;;2.751;7.948;9.414;10.999;11.671;6.951;12.862;15.441;14.207;12.634
723;Pitis;56.262;56.986;59.461;49.283;50.262;47.622;43.913;27.540;44.519;53.803;49.666;42.603
751;Estadio Metropolitano;75.953;89.451;82.476;90.826;58.503;120.584;104.109;38.554;99.042;88.931;64.000;87.512
754;Barrio del Puerto;64.163;63.751;65.672;61.014;62.965;63.802;53.861;32.447;64.043;76.295;70.114;64.272
755;Coslada Central;187.096;189.687;197.605;177.853;184.577;183.421;159.279;105.047;180.110;212.467;197.929;178.943
756;La Rambla;96.071;94.850;100.116;88.904;94.972;90.942;79.047;52.026;90.642;108.755;103.459;95.091
757;San Fernando;73.040;71.659;77.577;68.151;72.319;70.367;60.714;42.276;66.596;78.893;75.256;72.027
758;Jarama;39.652;41.052;42.447;37.949;42.019;41.143;31.165;20.801;40.212;47.089;42.570;37.890
759;Henares;37.555;37.467;38.511;34.230;36.273;34.733;28.333;18.976;35.075;43.418;40.827;36.194
760;Hospital del Henares;18.516;18.789;19.572;17.714;17.755;17.458;16.165;10.555;16.329;19.275;19.312;16.584
802;Colombia;388.512;386.966;413.124;368.094;382.266;362.544;314.552;194.927;371.270;436.983;407.910;360.628
803;Pinar del Rey;147.981;147.531;158.699;141.733;149.837;144.568;128.099;89.003;141.000;164.607;156.294;140.718
805;Feria de Madrid;312.588;234.305;260.454;194.272;193.893;198.701;159.725;97.370;220.429;283.275;208.184;255.077
806;Aeropuerto T1-T2-T3;262.172;240.359;260.327;251.003;265.790;251.878;233.431;224.834;250.262;259.277;239.899;231.235
807;Barajas;181.071;172.889;187.709;170.739;179.329;174.766;163.092;124.053;172.706;200.076;184.181;172.361
808;Aeropuerto T-4;165.538;147.774;157.792;159.235;167.324;188.469;182.686;170.647;187.473;189.234;175.803;172.685
901;Herrera Oria;150.697;149.702;159.209;139.275;146.803;144.743;116.831;67.853;133.097;163.623;152.617;137.450
902;Barrio del Pilar;300.196;276.623;291.836;264.655;276.060;276.026;249.073;178.136;258.549;310.445;290.299;288.855
903;Ventilla;112.348;108.616;116.948;108.479;112.183;111.775;98.658;70.644;106.337;125.929;121.017;109.556
905;Duque de Pastrana;56.104;57.368;59.945;51.498;56.669;57.295;41.050;20.732;53.164;66.031;62.683;50.536
906;Pío XII;143.353;139.589;149.496;132.518;137.280;133.646;112.111;70.703;130.482;157.404;149.804;129.344
908;Concha Espina;141.581;139.923;154.656;129.873;129.747;128.640;101.792;59.901;126.228;146.514;144.959;124.886
909;Cruz del Rayo;135.938;130.463;137.509;122.008;124.839;121.524;97.691;59.171;105.773;135.848;127.960;113.101
913;Ibiza;154.602;156.789;181.011;157.951;170.981;198.082;138.818;105.352;152.177;177.033;159.541;148.228
915;Estrella;181.538;169.914;176.514;157.053;165.011;163.263;135.382;90.476;160.069;190.761;184.026;174.584
916;Vinateros;181.435;176.399;186.152;164.462;171.944;164.747;133.886;88.424;160.749;199.055;190.530;173.620
917;Artilleros;218.325;211.717;226.579;202.401;212.449;207.869;176.338;120.985;200.084;240.002;229.813;215.095
918;Pavones;181.753;171.662;184.225;164.137;171.699;174.424;151.203;103.552;169.061;202.822;189.782;169.048
919;Valdebernardo;180.476;178.611;190.415;167.026;172.980;169.095;136.544;89.848;165.457;198.955;187.868;172.589
920;Vicálvaro;153.382;166.059;172.793;143.434;131.957;121.095;94.961;65.990;168.175;199.936;182.214;140.657
921;San Cipriano;67.736;64.428;68.050;61.842;64.253;64.417;56.651;39.750;60.469;72.671;70.769;68.516
922;Puerta de Arganda;241.565;250.620;254.364;217.198;222.105;208.463;172.997;119.637;211.196;251.578;229.816;196.014
951;Mirasierra;89.905;89.825;93.227;79.576;84.292;85.361;70.213;42.094;83.142;99.769;93.334;82.926
952;Paco de Lucía;78.542;78.876;84.471;73.388;78.347;85.464;70.626;38.746;87.821;106.523;96.201;82.200
1001;Fuencarral;131.409;128.625;139.728;126.239;134.190;135.388;122.413;90.417;131.450;152.465;143.081;132.931
1002;Begoña;319.463;325.043;346.599;315.050;319.614;320.954;297.854;206.212;313.934;376.331;344.697;292.339
1005;Cuzco;328.192;322.658;342.544;311.773;317.588;321.422;297.592;185.061;312.828;377.288;349.339;297.035
1006;Santiago Bernabéu;400.826;397.541;440.631;382.693;377.893;401.473;341.330;246.243;368.155;446.310;444.690;371.181
1013;Lago;71.984;88.125;99.839;101.305;100.315;115.178;97.478;70.124;88.015;124.411;91.544;74.738
1014;Batán;156.805;151.227;173.997;159.049;173.141;190.050;175.953;139.766;162.008;183.819;166.284;166.684
1016;Colonia Jardín;486.330;507.358;544.198;485.808;507.887;488.867;440.467;298.231;507.652;600.127;551.742;482.351
1018;Aviación Española;137.837;137.197;146.377;130.440;138.952;140.045;123.184;88.038;133.352;155.388;143.755;137.265
1019;Cuatro Vientos;192.739;199.407;228.951;197.182;211.522;214.116;182.365;116.271;195.413;253.124;230.867;197.028
1020;Joaquín Vilumbrales;138.313;137.944;151.020;131.966;141.764;138.878;118.447;78.661;134.485;161.392;149.767;140.535
1021;Puerta del Sur;239.249;235.586;257.149;232.264;247.112;240.917;212.620;150.110;235.362;276.113;257.763;235.134
1051;Tres Olivos;84.168;83.877;90.000;79.255;83.846;83.263;71.159;44.080;81.528;97.126;88.775;79.804
1052;Montecarmelo;94.326;93.122;98.472;87.304;93.194;93.425;80.446;43.815;90.284;107.087;98.996;86.049
1053;Las Tablas;168.363;168.869;178.627;158.384;168.752;167.015;140.236;86.605;158.355;189.173;178.867;151.541
1054;Ronda de la Comunicación;68.307;69.090;72.206;66.153;69.487;68.367;64.483;39.668;67.549;79.584;72.997;51.833
1055;La Granja;58.627;58.800;62.912;59.690;61.847;59.883;57.172;40.530;56.957;66.560;61.384;51.708
1056;La Moraleja;119.381;116.490;125.258;109.492;116.084;113.422;97.469;62.065;107.836;127.467;118.342;97.274
1057;Marqués de la Valdavia;117.003;114.171;125.087;113.629;123.643;120.638;106.462;85.890;110.669;128.675;122.344;111.176
1058;Manuel de Falla;68.954;68.528;74.053;64.970;68.808;67.430;56.387;45.570;65.125;77.301;72.002;63.854
1059;Baunatal;64.266;64.078;66.886;60.126;64.791;62.754;53.127;37.626;60.203;72.417;66.663;59.769
1060;Reyes Católicos;63.556;61.270;66.136;61.175;64.699;64.242;58.235;61.658;66.417;68.492;65.560;62.607
1061;Hospital Infanta Sofía;94.611;92.922;99.130;89.670;96.317;95.803;83.045;64.986;88.280;104.554;99.635;89.220
1102;Abrantes;73.524;71.418;78.021;71.509;73.924;71.618;64.704;50.020;66.286;77.492;76.520;72.845
1103;Pan Bendito;55.544;54.233;57.014;52.627;53.600;50.131;46.032;36.216;48.130;55.915;54.924;53.390
1104;San Francisco;93.631;90.202;98.206;86.893;89.930;90.510;83.250;63.185;85.405;99.931;98.094;95.834
1105;Carabanchel Alto;88.060;86.648;93.619;82.932;89.083;86.839;74.768;57.851;83.376;98.310;95.585;89.926
1106;La Peseta;83.038;80.929;87.420;76.128;77.559;76.143;65.652;46.635;71.706;85.967;82.558;78.464
1107;La Fortuna;56.048;51.816;58.468;54.895;56.723;56.870;54.180;43.998;53.555;59.022;57.214;58.197
1202;Parque de Lisboa;91.808;89.462;97.343;88.072;94.928;92.291;81.029;58.605;86.396;101.739;98.100;91.649
1203;Alcorcón Central;154.181;153.768;165.903;148.676;157.849;155.428;138.840;105.577;158.497;183.451;176.370;160.188
1204;Parque Oeste;81.504;75.867;83.608;70.791;74.489;72.872;65.217;51.912;81.979;92.117;95.632;92.637
1205;Universidad Rey Juan Carlos;113.911;129.696;128.453;107.013;101.163;94.620;67.468;42.173;126.347;158.064;140.624;98.736
1206;Móstoles Central;187.968;188.452;200.980;180.211;188.530;180.502;154.759;118.120;181.123;209.748;199.224;175.988
1207;Pradillo;131.849;127.449;141.113;128.258;138.794;135.041;115.622;87.376;127.590;147.933;141.251;136.551
1208;Hospital de Móstoles;118.575;117.120;126.686;113.414;128.577;119.382;100.147;71.588;115.868;136.911;128.303;112.462
1209;Manuela Malasaña;73.196;72.434;79.684;71.341;77.005;73.154;63.703;45.721;73.537;86.302;80.578;71.792
1210;Loranca;128.969;122.156;132.500;118.324;128.481;123.240;104.186;76.053;126.648;142.256;129.045;118.825
1212;Hospital de Fuenlabrada;115.232;129.518;140.592;113.280;94.845;78.945;51.954;33.959;140.822;167.913;148.999;91.375
1213;Parque Europa;92.110;90.486;95.804;84.275;91.466;84.973;73.681;52.881;84.830;98.136;91.744;79.659
1214;Fuenlabrada Central;204.562;207.273;223.321;194.824;195.863;184.443;159.114;117.476;204.936;234.101;215.948;179.813
1215;Parque de los Estados;106.773;103.728;112.639;101.184;108.727;104.620;93.571;68.722;102.578;113.633;105.715;97.086
1217;Arroyo Culebro;30.619;30.460;32.169;28.420;30.658;29.977;24.192;15.955;29.717;34.331;31.486;28.162
1218;Conservatorio;66.994;65.038;69.250;61.473;65.716;63.650;50.778;35.223;61.324;71.438;67.543;61.265
1219;Alonso de Mendoza;87.238;84.708;88.311;78.846;84.378;80.239;67.079;48.728;80.407;94.683;90.329;79.770
1220;Getafe Central;275.873;268.020;289.455;257.735;270.336;262.981;226.690;165.753;265.802;306.193;289.830;263.908
1221;Juan de la Cierva;170.634;168.023;183.582;162.963;171.833;164.246;142.648;103.470;163.092;188.499;180.616;165.816
1222;El Casar;129.663;130.145;142.481;124.602;130.431;135.781;114.221;82.680;140.787;161.375;150.536;129.977
1223;Los Espartales;60.020;55.653;61.370;54.688;58.190;54.994;44.640;34.255;58.516;64.814;59.302;58.293
1224;El Bercial;60.376;50.404;53.224;47.034;51.611;52.353;48.663;35.737;50.202;56.386;57.801;60.466
1225;El Carrascal;160.929;129.799;141.487;134.564;139.464;149.091;141.235;109.155;138.602;148.693;150.160;170.323
1226;Julián Besteiro;110.499;106.424;113.965;102.038;110.528;108.098;93.415;69.113;102.094;118.626;115.271;108.721
1227;Casa del Reloj;100.937;98.398;107.604;99.664;104.165;102.683;88.809;76.712;98.150;111.199;110.681;99.375
1228;Hospital Severo Ochoa;69.483;67.363;73.830;66.159;71.474;69.312;59.713;42.512;63.389;75.920;73.491;64.419
1229;Leganés Central;151.422;156.524;171.993;154.074;158.678;157.877;141.686;102.027;161.925;188.003;177.033;154.863
1230;San Nicasio;99.138;99.570;106.937;96.198;103.364;100.450;87.721;61.760;100.919;121.580;107.919;96.264
